ID,NAME,HEALTH,DAMAGE,RANGE,SPEED,LOS
14239,marlies,5,8,1,6,2
14240,marlin,2,2,1,5,8
14241,marline,3,7,3,2,1
14242,marling,9,2,2,6,1
14243,marlo,5,2,1,10,3
14244,marloes,5,10,1,4,1
14245,marlon,6,5,3,9,3
14246,marlowe,1,5,1,3,7
14247,marlsela,10,8,2,4,1
14248,marlyne,7,7,3,5,5
14249,marmaduk,4,9,3,1,4
14250,marmen,6,2,2,2,4
14251,marmillo,10,3,1,5,5
14252,marmion,3,8,3,8,8
14253,marna,4,7,3,2,1
14254,marne,6,7,1,6,6
14255,marneris,10,3,2,1,10
14256,marney,10,1,1,8,3
14257,marnix,5,10,1,1,3
14258,maroucho,1,4,3,5,8
14259,marples,6,8,2,5,8
14260,marquez,3,4,3,2,5
14261,marquita,5,9,1,2,1
14262,marr,8,10,1,5,6
14263,marra,8,10,1,2,3
14264,marrec,2,3,3,8,6
14265,marrett,8,6,1,2,2
14266,marrilee,2,1,3,4,10
14267,marriott,10,5,1,1,1
14268,marrissa,1,4,3,2,6
14269,marron,8,5,1,9,2
14270,marrone,10,8,3,7,2
14271,marryann,4,9,2,4,9
14272,mars,7,5,3,2,9
14273,marscha,6,2,3,1,1
14274,marschew,3,7,1,10,4
14275,marsden,1,5,2,4,10
14276,marsh,10,9,2,4,4
14277,marsha,9,2,1,5,8
14278,marshal,5,5,1,10,1
14279,marshall,5,8,2,4,4
14280,marshaus,2,7,3,7,8
14281,marshman,2,1,1,2,3
14282,marsie,8,7,3,1,9
14283,marsiell,10,7,3,2,2
14284,mart,7,7,1,2,5
14285,marta,1,7,1,6,2
14286,martainn,8,7,1,2,8
14287,martel,1,10,1,4,5
14288,martell,3,5,1,8,5
14289,martelle,1,3,3,5,10
14290,marten,1,3,1,7,7
14291,martens,10,9,3,1,7
14292,martenso,4,4,2,7,1
14293,martguer,7,8,2,6,3
14294,martha,7,3,2,7,7
14295,marthe,8,5,2,8,4
14296,marthena,2,3,3,6,9
14297,marti,1,9,2,3,2
14298,martie,1,9,2,8,4
14299,martijn,1,10,3,9,3
14300,martin,2,9,1,2,4
14301,martina,8,3,1,9,6
14302,martince,5,6,2,10,4
14303,martine,1,6,1,4,2
14304,martinea,10,7,3,7,3
14305,martinez,9,2,1,7,10
14306,marting,4,10,3,4,1
14307,martino,1,1,1,4,7
14308,martins,3,2,1,8,1
14309,martinus,4,8,2,7,5
14310,martita,3,8,3,3,2
14311,marttine,7,5,1,5,1
14312,marturan,8,9,3,3,7
14313,marty,8,1,2,3,6
14314,martynne,6,9,1,2,6
14315,maruszak,5,4,1,7,1
14316,maruszew,5,5,2,2,2
14317,marv,3,3,1,7,10
14318,marve,10,7,3,1,9
14319,marvel,1,4,2,7,4
14320,marvell,8,3,2,5,8
14321,marven,4,2,2,9,10
14322,marvette,5,5,2,1,7
14323,marvin,10,9,1,6,5
14324,marwan,1,3,3,3,9
14325,marwin,10,5,3,5,4
14326,marx,2,8,3,5,6
14327,mary,4,2,3,10,1
14328,mary-ann,2,9,3,3,2
14329,mary-jan,4,6,2,2,1
14330,mary-jo,1,3,1,8,7
14331,mary-pat,4,10,1,6,9
14332,marya,7,2,2,10,8
14333,maryak,4,3,2,1,4
14334,maryam,1,3,3,6,8
14335,maryann,5,5,3,6,8
14336,maryanna,7,3,1,3,10
14337,maryanne,1,2,2,5,5
14338,marybell,6,3,2,4,2
14339,marybeth,10,2,2,10,5
14340,maryelle,8,9,1,1,2
14341,maryjane,7,5,1,8,4
14342,maryjo,5,6,1,4,2
14343,marykate,9,8,2,5,6
14344,marykay,5,5,3,5,10
14345,marylee,6,3,1,8,2
14346,marylin,9,2,1,9,3
14347,marylind,6,3,2,9,7
14348,marylou,2,3,3,8,10
14349,marylynn,6,9,1,3,8
14350,marymarg,7,9,1,4,9
14351,maryn,1,6,1,8,9
14352,maryrose,7,2,1,7,2
14353,marys,10,6,1,3,1
14354,marysa,1,2,3,3,1
14355,maryse,3,8,1,5,2
14356,marysue,5,6,1,6,6
14357,maryvonn,1,2,3,10,5
14358,marzella,10,3,2,7,6
14359,masa,9,6,3,2,5
14360,masahiro,4,3,1,5,2
14361,masako,10,10,3,2,2
14362,masales,1,2,2,5,9
14363,masamich,2,1,3,9,4
14364,masanao,10,5,3,8,1
14365,masanobu,6,10,1,1,6
14366,masao,7,5,3,3,6
14367,masapati,2,2,3,1,4
14368,masaru,7,8,1,6,8
14369,masciare,7,5,3,7,4
14370,mashura,7,9,3,2,4
14371,masini,4,7,2,8,4
14372,maskell,8,6,1,3,7
14373,maskery,6,6,2,10,3
14374,maslen,9,10,2,2,6
14375,maso,2,5,2,9,9
14376,mason,2,9,3,1,10
14377,masood,3,1,3,5,3
14378,masooda,6,2,2,8,2
14379,masotti,9,4,2,6,2
14380,masoud,1,5,1,5,1
14381,masse,5,9,2,5,5
14382,massengi,8,6,3,4,6
14383,massey,4,2,1,9,8
14384,massicot,8,5,1,5,8
14385,massimo,8,5,2,3,2
14386,masson,2,8,2,1,4
14387,massone,6,9,3,2,8
14388,massonne,4,6,2,9,3
14389,massoud,1,1,1,4,1
14390,massoudi,3,3,2,9,7
14391,massumi,2,5,3,3,8
14392,mastella,4,5,3,7,6
14393,mastenbr,7,5,3,4,7
14394,masterpl,2,8,1,1,1
14395,masters,1,1,1,3,9
14396,masterso,6,4,2,6,10
14397,mastrang,1,3,2,4,8
14398,mastroma,9,2,2,1,4
14399,mastrona,5,9,1,2,9
14400,masty,1,1,2,9,2
14401,mat,1,3,2,6,10
14402,mata,8,3,2,4,6
14403,mataga,9,4,3,1,1
14404,matalon,5,8,1,5,1
14405,mateo,6,1,3,8,5
14406,materkow,7,4,3,6,3
14407,mathe,4,8,2,1,4
14408,mather,7,1,1,2,3
14409,matheson,1,10,2,7,8
14410,mathew,5,10,1,5,6
14411,mathews,6,8,3,5,9
14412,mathewso,8,7,3,9,2
14413,mathieso,1,3,3,2,9
14414,mathieu,6,10,2,2,9
14415,mathilda,2,8,3,3,3
14416,mathilde,2,4,3,4,2
14417,mathis,3,5,1,4,5
14418,mathiue,3,2,1,3,1
14419,mathur,7,1,3,8,2
14420,mathurin,4,3,2,2,3
14421,mathus,10,2,3,10,5
14422,matias,6,5,3,9,3
14423,matibag,8,6,2,2,7
14424,matilda,2,2,1,7,4
14425,matilde,4,10,2,4,9
14426,matlock,4,7,1,2,4
14427,matney,6,7,2,2,10
14428,matrin,8,8,3,5,3
14429,matrundo,1,4,1,4,1
14430,mats,3,9,2,9,1
14431,matson,4,8,3,9,5
14432,matsubar,1,6,1,1,7
14433,matsugu,10,2,3,8,7
14434,matsunag,9,2,1,7,9
14435,matsuzak,7,5,2,1,8
14436,matsuzaw,9,2,2,6,1
14437,matt,4,5,2,7,1
14438,matteau,8,6,1,2,3
14439,matteo,6,8,1,1,9
14440,mattes,3,7,2,8,3
14441,mattheus,2,9,1,5,8
14442,matthew,8,7,3,6,6
14443,matthews,9,1,2,6,1
14444,matthieu,3,7,3,8,7
14445,matthiew,5,1,2,10,1
14446,matthus,9,9,3,5,6
14447,mattias,7,1,2,7,7
14448,mattie,8,8,2,6,6
14449,mattiuss,1,4,2,2,10
14450,mattiuz,2,3,3,8,3
14451,matton,6,8,2,2,4
14452,mattson,6,4,3,4,1
14453,matty,8,3,1,2,2
14454,matusik,1,1,2,2,3
14455,mau,8,8,2,8,5
14456,mau-pin,7,3,3,5,5
14457,mauck,8,8,2,1,8
14458,maud,6,9,1,3,2
14459,maudalis,1,5,1,7,5
14460,maude,5,8,1,10,4
14461,maudie,7,2,2,5,7
14462,maudrie,5,8,2,10,4
14463,maudy,7,7,1,7,5
14464,mauer,5,9,1,4,2
14465,mauldin,6,5,3,7,5
14466,mauney,3,9,2,7,7
14467,maunu,7,2,3,6,4
14468,maupin,1,3,1,10,3
14469,maura,4,7,1,4,6
14470,maureen,2,7,1,6,3
14471,maureene,8,7,3,7,2
14472,maurer,9,5,2,4,7
14473,maurice,5,6,1,8,2
14474,mauricio,4,3,3,6,4
14475,maurie,8,5,2,6,5
14476,maurijn,4,1,3,1,5
14477,maurine,1,4,3,10,3
14478,maurino,10,5,1,6,2
14479,maurise,7,3,1,1,6
14480,maurita,3,4,3,3,5
14481,maurits,10,7,1,3,5
14482,maurizia,7,1,1,2,6
14483,maurizio,9,3,3,2,4
14484,mauro,8,2,2,6,7
14485,maury,3,8,3,2,3
14486,mavis,7,1,1,8,5
14487,mavra,7,6,2,2,3
14488,mavrou,8,5,1,7,7
14489,mawani,4,9,1,3,3
14490,mawji,2,1,2,4,5
14491,maxey,3,4,1,5,1
14492,maxi,4,5,1,3,10
14493,maxie,4,5,3,7,7
14494,maxim,7,9,3,5,3
14495,maximili,7,10,1,1,7
14496,maximo,4,3,3,6,5
14497,maxin,5,1,3,8,3
14498,maxine,2,9,2,8,10
14499,maxwell,1,5,2,4,5
14500,maxy,2,10,1,3,3
14501,may,3,2,3,5,1
14502,maya,2,10,2,1,5
14503,mayaram,2,6,3,4,5
14504,mayasand,1,4,1,10,4
14505,maybee,2,7,2,5,7
14506,maybelle,7,10,2,2,7
14507,maye,5,3,2,10,1
14508,mayea,9,6,3,1,8
14509,mayenbur,2,3,3,1,5
14510,mayer,8,8,2,6,1
14511,mayes,8,8,2,2,1
14512,mayeul,1,8,2,2,3
14513,mayfield,4,10,2,3,4
14514,mayhugh,5,2,2,10,3
14515,mayi,5,3,1,2,7
14516,maylynn,2,2,3,10,1
14517,mayman,8,2,1,2,7
14518,maynard,8,5,3,3,7
14519,mayne,8,5,3,2,7
14520,maynes,10,10,1,3,4
14521,maynie,1,7,1,8,8
14522,maynord,6,3,1,7,4
14523,mayo,6,1,1,9,7
14524,mayor,3,10,2,3,4
14525,mayoux,8,3,1,9,4
14526,mayr,7,5,3,1,4
14527,mayr-ste,1,9,2,1,2
14528,mays,9,5,1,2,2
14529,mayumi,7,4,3,6,10
14530,mayya,5,1,2,9,2
14531,mazahir,8,2,2,10,5
14532,mazanji,3,6,2,4,8
14533,mazarick,9,9,1,2,8
14534,mazen,10,1,3,3,7
14535,mazey,9,2,1,3,6
14536,mazlack,2,4,1,1,9
14537,mazurek,5,9,2,3,6
14538,mazyar,1,8,3,9,3
14539,mazzei,8,1,3,8,6
14540,mbrose,2,8,2,9,1
14541,mc,3,8,2,4,6
14542,mc,3,3,2,7,9
14543,alpin,6,1,1,7,3
14544,mc,5,6,3,3,7
14545,ginn,9,5,3,7,7
14546,mcadam,2,6,2,9,6
14547,mcadams,10,4,2,10,3
14548,mcadorey,1,4,1,2,6
14549,mcafee,3,8,1,3,2
14550,mcalear,7,8,1,7,4
14551,mcaleer,1,7,3,8,9
14552,mcaliste,2,7,2,1,2
14553,mcallist,1,5,1,3,1
14554,mcallum,10,6,2,2,1
14555,mcandrew,2,3,1,10,8
14556,mcarthur,1,9,1,4,9
14557,mcateer,10,10,3,2,1
14558,mcaulay,5,6,3,4,5
14559,mcbeth,3,4,3,8,5
14560,mcbrayne,10,10,3,1,3
14561,mcbride,6,6,2,9,4
14562,mcbroom,5,10,3,1,2
14563,mcbryan,10,6,1,9,2
14564,mccabe,4,8,1,10,4
14565,mccaffer,6,5,1,2,6
14566,mccaffit,3,9,1,4,4
14567,mccaffre,7,4,3,8,3
14568,mccain,6,6,3,4,5
14569,mccall,1,4,2,1,9
14570,mccalla,7,3,3,10,8
14571,mccallen,6,9,2,4,6
14572,mccallum,1,9,2,1,1
14573,mccampbe,10,7,2,2,1
14574,mccandle,10,6,1,3,7
14575,mccann,9,10,2,5,6
14576,mccarrel,3,7,1,2,9
14577,mccarrol,5,7,1,7,6
14578,mccarron,2,2,1,8,9
14579,mccarthy,5,2,1,3,5
14580,mccartin,1,8,2,9,6
14581,mccartne,8,1,3,7,5
14582,mccarty,7,3,1,7,8
14583,mccaughe,1,5,1,1,10
14584,mccauley,7,7,3,7,6
14585,mccaw,5,1,2,10,4
14586,mcclain,10,7,1,1,8
14587,mcclary,3,5,2,6,7
14588,mcclean,8,5,1,10,2
14589,mccleery,10,7,1,2,1
14590,mcclella,9,2,2,3,7
14591,mcclendo,4,9,2,4,9
14592,mcclenno,1,1,3,3,7
14593,mcclinto,4,7,2,2,7
14594,mccloske,6,10,1,5,9
14595,mcclough,6,10,1,1,1
14596,mccluske,2,5,1,3,8
14597,mcclymon,8,6,2,6,4
14598,mccoll,1,1,1,6,3
14599,mccollam,7,6,1,2,2
14600,mccollum,10,6,2,1,2
14601,mccolman,2,3,1,3,2
14602,mccomb,8,1,3,8,1
14603,mccombs,2,9,1,5,4
14604,mcconagh,5,8,1,9,6
14605,mcconkey,4,9,3,4,8
14606,mcconnel,2,1,1,10,8
14607,mcconney,5,2,3,5,6
14608,mccord,5,6,2,6,6
14609,mccorkel,6,8,2,7,7
14610,mccorkle,9,5,1,5,7
14611,mccormac,5,3,3,3,4
14612,mccormic,1,8,2,7,3
14613,mccorquo,3,7,3,3,3
14614,mccoy,3,5,3,6,9
14615,mccoy-ca,2,10,1,6,5
14616,mccracke,4,4,1,2,8
14617,mccrain,5,3,1,8,2
14618,mccraney,2,8,2,8,5
14619,mccray,1,3,3,7,6
14620,mccready,8,5,1,5,9
14621,mccreano,8,8,2,5,3
14622,mccrear,3,10,3,7,8
14623,mccreath,4,4,3,2,3
14624,mccreesh,8,2,3,8,5
14625,mccuaig,7,7,3,8,3
14626,mccue,3,6,2,9,5
14627,mccullen,3,1,2,5,5
14628,mcculloc,7,2,1,9,5
14629,mccullog,6,4,3,9,1
14630,mccullou,9,2,1,7,6
14631,mccully,2,4,3,9,8
14632,mccune,1,1,2,3,5
14633,mccurdy,8,7,1,10,2
14634,mccusker,4,4,3,10,10
14635,mcdade,5,5,2,7,6
14636,mcdaniel,3,10,1,4,10
14637,mcdavitt,9,2,3,1,2
14638,mcdonald,2,6,3,1,5
14639,mcdonoug,8,2,3,9,7
14640,mcdoom,4,6,2,5,2
14641,mcdougal,3,2,1,6,9
14642,mcdowall,2,5,3,1,8
14643,mcdowell,5,4,3,8,6
14644,mcduffie,8,5,1,1,9
14645,mcdunn,8,5,2,7,3
14646,mceacher,2,9,3,6,9
14647,mcelhone,10,10,3,2,1
14648,mcelligo,6,8,3,4,1
14649,mcellist,4,2,3,10,8
14650,mcelrea,2,4,2,3,10
14651,mcelroy,8,1,2,5,1
14652,mcevoy,10,1,2,2,3
14653,mcewan,5,2,1,10,7
14654,mcewen-r,7,1,1,1,6
14655,mcfadden,4,8,2,6,6
14656,mcfall,8,6,3,2,1
14657,mcfarlan,1,3,3,9,3
14658,mcfeely,2,3,3,10,1
14659,mcgallia,5,3,3,3,1
14660,mcgarry,5,3,3,7,5
14661,mcgaughe,10,9,3,1,1
14662,mcgee,4,8,3,1,5
14663,mcgehee,4,3,2,2,10
14664,mcgeown,9,7,3,9,3
14665,mcghee,4,4,1,7,6
14666,mcgill,3,4,3,2,9
14667,mcgillic,7,8,1,10,2
14668,mcgillvr,9,7,1,3,7
14669,mcgilly,5,4,3,9,6
14670,mcginley,10,7,1,7,4
14671,mcginn,5,4,2,4,9
14672,mcgoniga,7,3,3,1,6
14673,mcgorman,9,10,1,4,7
14674,mcgough,3,5,3,6,4
14675,mcgovern,2,9,2,1,6
14676,mcgowan,5,5,2,1,4
14677,mcgracha,8,4,2,9,3
14678,mcgrath,9,1,1,7,1
14679,mcgregor,6,4,2,10,4
14680,mcguinne,3,1,3,3,7
14681,mcguire,10,1,1,5,3
14682,mchale,4,10,2,6,5
14683,mchan,4,4,2,6,4
14684,mcharg,5,8,3,2,7
14685,mchugh,9,1,2,6,2
14686,mcilrath,1,5,3,5,7
14687,mcilroy,9,10,2,5,6
14688,mcinerne,10,7,2,4,4
14689,mcinnis,7,1,2,10,6
14690,mcintee,9,6,3,8,3
14691,mcintire,7,8,2,1,5
14692,mcintomn,4,8,3,7,8
14693,mcintosh,9,6,2,3,3
14694,mcintyre,3,2,2,3,4
14695,mcisaac,4,2,3,6,9
14696,mciver,7,8,1,9,5
14697,mckay,8,1,1,8,8
14698,mckeage,2,8,2,10,8
14699,mckeague,5,7,1,8,2
14700,mckearne,9,8,3,10,2
14701,mckechni,4,4,1,8,5
14702,mckeegan,4,8,1,1,9
14703,mckeen,7,3,2,10,7
14704,mckeigha,2,1,2,10,4
14705,mckeitha,5,6,3,5,4
14706,mckenna,7,3,1,10,3
14707,mckenney,4,5,3,10,4
14708,mckenzie,8,5,1,1,5
14709,mckeone,5,9,1,1,7
14710,mckeown,7,10,2,1,4
14711,mckerrow,2,4,2,10,7
14712,mckibben,5,1,2,1,4
14713,mckibbin,7,5,1,2,3
14714,mckibbon,10,5,1,1,6
14715,mckie,2,2,2,4,7
14716,mckillop,8,1,1,3,6
14717,mckinlay,6,10,3,2,6
14718,mckinley,3,3,3,10,2
14719,mckinney,2,3,2,3,7
14720,mcknight,7,1,3,2,2
14721,mckusick,9,6,1,3,7
14722,mclachla,2,10,1,6,10
14723,mclaren,6,6,3,9,6
14724,mclauchl,2,8,1,10,5
14725,mclaughl,3,4,3,6,8
14726,mclawhon,2,2,3,1,2
14727,mclean,4,9,1,7,4
14728,mclellan,1,10,2,1,2
14729,mclemore,7,1,3,2,8
14730,mclenagh,6,7,1,6,10
14731,mclendon,3,8,2,10,6
14732,mclennan,7,3,2,10,2
14733,mcleod,4,4,1,4,2
14734,mcluskie,7,4,3,8,7
14735,mcmahan,8,7,2,3,10
14736,mcmanis,6,2,3,1,1
14737,mcmann,2,8,2,2,5
14738,mcmanus,5,1,3,5,9
14739,mcmaster,9,4,2,4,1
14740,mcmeegan,10,1,1,5,8
14741,mcmenami,3,7,2,2,8
14742,mcmichae,4,6,1,9,5
14743,mcmillan,3,7,1,6,1
14744,mcmillen,5,2,1,7,4
14745,mcmillia,4,1,1,9,3
14746,mcmillio,2,5,3,9,10
14747,mcminn,4,9,1,8,7
14748,mcmonagl,10,4,1,3,1
14749,mcmullen,6,3,3,8,6
14750,mcmullin,3,10,2,3,5
14751,mcmurray,3,4,1,9,1
14752,mcnab,3,9,2,1,4
14753,mcnabb,8,3,1,10,1
14754,mcnair,4,9,1,4,8
14755,mcnally,5,2,2,2,7
14756,mcnamara,5,9,3,1,9
14757,mcnamee,5,3,2,3,7
14758,mcnaught,2,3,3,6,2
14759,mcneese,8,10,1,5,1
14760,mcneil,7,5,3,7,6
14761,mcneill,2,6,1,7,2
14762,mcnerlan,1,3,2,1,8
14763,mcnerney,2,9,2,10,2
14764,mcnichol,9,4,1,5,9
14765,mcnicol,1,3,2,1,1
14766,mcniel,1,5,2,6,4
14767,mcnitt,5,7,3,6,4
14768,mcnulty,8,10,3,5,3
14769,mcphaden,3,2,3,6,9
14770,mcphail,3,5,3,7,1
14771,mcphee,7,9,2,4,4
14772,mcquaid,4,10,2,7,7
14773,mcquaig,7,6,2,10,1
14774,mcqueen,3,1,1,10,5
14775,mcrae,10,1,1,5,4
14776,mcrann,10,2,2,1,9
14777,mcready,4,10,2,1,4
14778,mcritchi,7,5,3,3,5
14779,mcronald,5,9,1,4,1
14780,mcruvie,4,6,3,5,3
14781,mcshane,7,9,1,3,9
14782,mcsheffr,2,8,3,1,5
14783,mcsorley,4,2,2,7,5
14784,mcsween,2,6,2,8,6
14785,mctaggar,7,4,2,7,2
14786,mctavish,6,5,1,9,6
14787,mctierna,6,4,3,1,2
14788,mcvay,2,8,1,9,1
14789,mcveety,9,1,1,6,6
14790,mcvey,4,4,1,5,1
14791,mcvicar,9,6,3,6,5
14792,mcvicker,1,1,1,8,5
14793,mcwalter,5,5,3,7,3
14794,mcwaters,3,6,3,9,7
14795,mcwherte,10,7,1,9,4
14796,mcwhinne,5,6,2,3,1
14797,mcwhorte,8,10,1,5,5
14798,mcwilton,6,1,2,4,2
14799,mdhazali,10,1,2,6,1
14800,mduduzi,8,10,2,5,5
14801,me,2,6,2,10,2
14802,meachum,6,1,2,1,1
14803,mead,9,4,3,7,3
14804,meade,5,3,1,4,4
14805,meadows,7,1,2,2,1
14806,meads,2,7,3,5,5
14807,meagan,8,8,2,2,7
14808,meaghan,3,9,2,4,6
14809,meagher,5,9,3,3,9
14810,mealin,1,8,2,3,1
14811,meany,7,1,1,5,10
14812,measures,1,8,1,6,6
14813,mechael,4,2,1,5,8
14814,meche,3,9,3,5,6
14815,mechelle,1,6,2,7,1
14816,mecher,9,7,2,4,2
14817,meckley,5,3,1,1,10
14818,mecteau,5,10,3,8,2
14819,medefess,1,5,3,3,3
14820,medeiros,2,1,1,3,7
14821,medel,7,6,3,5,5
14822,medill,2,1,3,10,8
14823,medioni,10,1,2,8,8
14824,medlin,4,7,3,3,8
14825,medlock,6,8,1,4,2
14826,mednick,2,5,2,1,8
14827,medria,1,8,2,9,10
14828,meehan,6,1,2,4,1
14829,meeks,2,3,1,7,8
14830,meena,10,5,2,9,5
14831,meenaksh,2,5,2,6,1
14832,meer,9,2,2,8,8
14833,meera,3,7,3,5,7
14834,meerveld,3,2,1,8,7
14835,meese,10,9,1,2,3
14836,meeting,9,9,3,6,1
14837,meffe,1,5,2,10,7
14838,meg,8,2,2,9,7
14839,meggi,2,1,1,4,6
14840,meggie,1,4,3,10,3
14841,meggitt,3,6,3,6,4
14842,meggy,8,1,3,9,10
14843,meghann,10,1,1,7,10
14844,megumi,6,5,1,5,5
14845,mehboob,10,3,1,10,3
14846,mehd,5,8,1,6,9
14847,mehdi,8,1,2,6,7
14848,mehelis,4,2,3,1,8
14849,mehetabe,8,2,3,2,9
14850,mehlhaff,6,7,3,2,4
14851,mehmet,8,10,1,8,3
14852,mehmud,9,7,2,6,5
14853,mehrdad,7,2,2,2,10
14854,mehrez,8,1,2,5,6
14855,mehrzad,8,3,3,7,2
14856,mehta,4,9,1,5,6
14857,mehul,7,5,1,4,1
14858,mei-jywa,4,4,2,6,9
14859,meier,4,8,1,4,1
14860,meijer,9,7,2,9,4
14861,meijywan,7,2,2,8,4
14862,meikle,2,8,1,2,1
14863,meilleur,7,2,3,7,10
14864,mein,4,2,1,5,6
14865,meir,1,6,3,4,7
14866,meiser,3,1,3,8,5
14867,meisner,9,6,1,5,2
14868,meissner,2,7,1,3,3
14869,mejdal,7,3,2,7,9
14870,mejury,3,3,2,1,8
14871,mel,4,6,2,9,10
14872,mela,3,8,3,7,1
14873,melamie,7,2,3,7,1
14874,melana,1,1,3,8,7
14875,melani,7,10,3,7,1
14876,melania,4,4,1,4,2
14877,melanie,6,2,1,5,8
14878,melanson,1,2,3,5,4
14879,melantha,5,6,2,6,9
14880,melany,5,4,1,8,5
14881,melba,5,1,1,4,6
14882,meldia,2,7,2,10,4
14883,melecio,4,7,1,7,7
14884,meleg,6,9,1,7,4
14885,melek,10,6,3,1,1
14886,melesa,6,7,1,4,6
14887,meleski,4,4,1,8,5
14888,meleskie,4,9,1,6,8
14889,melessa,10,10,3,3,3
14890,meletios,2,7,1,7,8
14891,melfi,3,7,3,4,1
14892,melford,1,10,3,8,7
14893,melhem,8,7,1,8,5
14894,meli,6,4,2,5,6
14895,melicent,10,5,1,8,5
14896,melina,3,1,2,7,9
14897,melinda,8,7,2,5,3
14898,melinde,6,4,3,2,6
14899,melinie,1,3,2,4,10
14900,melisa,3,10,1,7,6
14901,melisand,7,3,3,7,1
14902,melisend,9,8,2,8,3
14903,melisent,5,6,2,1,5
14904,melisse,5,1,2,2,2
14905,melita,2,4,1,4,8
14906,melitta,2,3,2,7,3
14907,melkild,4,1,2,8,6
14908,mella,4,2,2,10,2
14909,melli,2,5,2,2,6
14910,mellicen,2,1,1,9,2
14911,mellie,9,6,3,10,3
14912,mellisa,9,9,2,1,3
14913,mellisen,5,3,2,7,3
14914,mello,5,9,2,10,1
14915,melloney,2,9,2,8,5
14916,mellor,7,3,1,1,9
14917,melly,4,4,2,4,10
14918,melnyk,4,9,1,9,3
14919,melodee,7,10,2,5,7
14920,melodie,10,3,2,7,4
14921,melody,6,5,1,8,1
14922,meloling,3,4,2,2,8
14923,meloney,7,9,2,4,6
14924,melonie,2,3,3,7,7
14925,melony,3,4,3,8,6
14926,melosa,7,5,3,1,5
14927,melton,3,10,3,6,7
14928,melucci,8,2,3,2,4
14929,melva,8,7,1,6,3
14930,melvin,7,6,3,10,3
14931,melvina,10,5,2,1,9
14932,melvyn,3,5,1,1,7
14933,melynda,6,5,1,10,2
14934,menaker,4,6,3,8,9
14935,menard,5,10,1,5,5
14936,menasce,7,3,3,10,6
14937,menashi,1,10,1,8,10
14938,mencer,3,10,2,2,3
14939,mendel,2,1,2,10,7
14940,mendelso,1,10,3,1,2
14941,mendez,2,4,3,8,7
14942,mendie,1,1,3,4,10
14943,mendolia,2,4,3,7,4
14944,mendonca,3,9,3,10,1
14945,mendorf,1,2,3,7,8
14946,mendoza,6,5,1,9,5
14947,mendy,3,4,1,7,2
14948,menechia,4,6,1,9,2
14949,menendez,7,4,2,2,9
14950,meng,5,6,1,5,2
14951,mengly,10,1,3,4,2
14952,menkae,10,1,2,8,4
14953,menke,5,6,2,5,9
14954,mennie,4,1,1,4,6
14955,menqiong,3,5,1,4,6
14956,mensch,3,5,2,9,4
14957,mensinka,6,3,1,6,5
14958,mentor,10,9,2,5,2
14959,menyhart,7,2,3,10,9
14960,menzel,1,6,3,8,6
14961,mer,1,3,1,4,4
14962,merat,2,8,1,1,2
14963,merb,4,9,2,8,2
14964,mercedes,8,6,3,7,6
14965,mercer,4,6,3,6,9
14966,merci,1,7,3,2,3
14967,mercier,4,4,2,4,9
14968,mercilin,8,10,1,4,7
14969,mercy,2,2,2,9,9
14970,merdia,7,7,3,2,5
14971,meredith,8,2,3,5,8
14972,merell,7,10,3,2,8
14973,merelyn,7,5,3,3,1
14974,meres,7,9,2,3,4
14975,mereu,2,1,1,10,4
14976,meriann,1,1,1,3,8
14977,meridel,3,3,1,1,5
14978,meridew,8,3,3,3,7
14979,meridian,4,7,1,1,7
14980,meridith,7,5,3,7,9
14981,meriel,4,1,2,5,7
14982,merilee,9,7,3,9,4
14983,meriline,9,1,2,8,3
14984,merill,6,8,2,4,5
14985,merilyn,2,10,3,5,9
14986,merinder,8,5,3,1,2
14987,merissa,9,6,3,1,9
14988,meriweth,8,6,3,1,6
14989,merizzi,10,6,2,2,7
14990,merkling,5,4,1,2,2
14991,merl,6,1,1,1,8
14992,merla,4,2,3,6,3
14993,merle,2,1,3,3,8
14994,merlin,9,8,2,4,1
14995,merlina,7,2,3,8,1
14996,merline,9,7,1,4,3
14997,merna,9,1,3,10,1
14998,merola,5,3,3,2,5
14999,merralee,3,4,3,8,7
15000,merrel,5,4,1,5,2
15001,merrett,7,2,1,5,7
15002,merrick,3,8,3,8,4
15003,merridie,2,3,3,5,10
15004,merrie,5,1,3,2,5
15005,merriell,7,2,3,3,10
15006,merrile,7,1,3,1,7
15007,merrilee,10,5,3,4,3
15008,merrili,2,8,1,5,6
15009,merrills,6,8,1,3,3
15010,merrils,5,5,1,9,5
15011,merrily,6,2,3,9,4
15012,merrithe,9,6,3,2,7
15013,merritt,5,6,2,4,8
15014,merryman,6,3,3,5,1
15015,merrywea,6,7,1,2,4
15016,mersch,10,1,3,10,5
15017,mersey,6,1,1,8,4
15018,merton,7,7,1,6,9
15019,merunix,6,7,2,7,1
15020,merv,9,8,2,6,2
15021,mervin,3,1,2,8,8
15022,merwin,1,9,3,3,6
15023,merworth,10,8,3,1,4
15024,merwyn,7,2,2,6,5
15025,meryl,1,3,3,8,1
15026,merylene,1,7,2,8,9
15027,meseberg,8,10,1,6,1
15028,mesirov,1,5,3,4,1
15029,meskimen,9,9,2,2,4
15030,mesko,4,6,3,4,6
15031,mesquita,7,5,1,3,8
15032,message,6,3,3,9,3
15033,messeria,1,1,3,2,1
15034,messersc,2,10,2,5,6
15035,messick,6,3,1,4,9
